repeat,step,material_system,composition,anneal_T_C,predicted_overpotential_V,actual_overpotential_V,predicted_material_loss_umol,actual_material_loss_umol,hypervolume,best_objective
9,41,Co-In-Si-O,"{""Co"": 0.8777746163117125, ""In"": 0.12222538368828748}",550,0.654803,0.983018,0.180719,0.073884,2.890948,
9,42,Co-Fe-Zr-O,"{""Co"": 0.3384202424406516, ""Fe"": 0.5512384657021264, ""Zr"": 0.11034129185722194}",550,0.699446,0.77898,0.106734,0.33165,2.890948,
9,43,Co-Mn-Nb-O,"{""Co"": 0.8153016459586394, ""Mn"": 0.14242445249418428, ""Nb"": 0.042273901547176404}",400,0.701552,0.660113,0.250478,0.140637,2.890948,
9,44,Co-Mn-Zr-O,"{""Co"": 0.7857337774696935, ""Mn"": 0.16440744010157218, ""Zr"": 0.04985878242873422}",0,0.585673,0.612158,0.308422,0.148594,2.891748,
9,45,Co-Mn-Ti-O,"{'Co': 0.71411, 'Mn': 0.10079, 'Ti': 0.1851}",700,0.74408,0.798545,0.139257,0.015572,2.891748,
9,46,Co-In-Zr-O,"{""Co"": 0.35616808280426476, ""In"": 0.5807446182500848, ""Zr"": 0.06308729894565032}",550,0.783901,0.677718,0.135676,0.266369,2.891748,
9,47,Co-Mn-Zr-O,"{""Co"": 0.8568337531537609, ""Mn"": 0.09936593349876961, ""Zr"": 0.043800313347469526}",0,0.587383,0.554304,0.284393,0.218667,2.896435,
9,48,Co-Mn-Zr-O,"{""Co"": 0.5522403836865523, ""Mn"": 0.3611929588506818, ""Zr"": 0.08656665746276604}",0,0.646882,0.657774,0.162142,0.096931,2.896435,
9,49,Co-Mn-Zr-O,"{""Co"": 0.9043759324904563, ""Mn"": 0.08282655632260086, ""Zr"": 0.0127975111869428}",0,0.569665,0.755619,0.249491,0.09078,2.896435,
9,50,Co-Hf-Zr-O,"{""Co"": 0.8373369739746543, ""Hf"": 0.12618943132263527, ""Zr"": 0.0364735947027104}",550,0.664592,0.638224,0.138826,0.127863,2.896435,
10,1,Co-Mn-Nb-O,"{""Co"": 0.47354753643369135, ""Mn"": 0.29874012749559603, ""Nb"": 0.22771233607071256}",400,0.803566,0.811903,0.214704,0.098778,1.74329,
10,2,Mn-Nb-Zn-O,"{'Mn': 0.12448971923321082, 'Nb': 0.720808299209908, 'Zn': 0.1547019815568811}",550,0.934166,0.949239,0.017411,0.006595,1.74329,
10,3,Co-Hf-Zr-O,"{""Co"": 0.8939200041454616, ""Hf"": 0.086284815946529, ""Zr"": 0.019795179908009435}",400,0.779743,0.639651,0.245024,0.128307,2.24457,
10,4,Co-Hf-Zr-O,"{""Co"": 0.9544679253365075, ""Hf"": 0.03729647256231155, ""Zr"": 0.008235602101180992}",550,0.74432,0.630033,0.417891,0.073985,2.309829,
10,5,Co-Ni-Zr-O,"{""Co"": 0.8488449665055029, ""Ni"": 0.055780151950898305, ""Zr"": 0.09537488154359873}",0,0.709491,0.545486,0.18127,0.694191,2.778104,
10,6,Co-Mn-W-O,"{'Co': 0.15264876924436546, 'W': 0.809526693510755, 'Mn': 0.037824537244879414}",0,0.833926,1.0,0.056985,2.945777,2.778104,
10,7,Co-Fe-Zr-O,"{""Co"": 0.18010875752064093, ""Fe"": 0.06474651820325733, ""Zr"": 0.7551447242761017}",550,0.772848,1.0,0.196684,0.034492,2.778104,
10,8,Co-Hf-Zr-O,"{""Co"": 0.7843147611321953, ""Hf"": 0.18877202584621292, ""Zr"": 0.026913213021591702}",400,0.75415,0.666494,0.297528,0.139648,2.778104,
10,9,Co-Hf-Zr-O,"{""Co"": 0.6502290941944644, ""Hf"": 0.15214844225985744, ""Zr"": 0.1976224635456782}",400,0.737218,0.685995,0.186516,0.131136,2.778104,
10,10,Co-Hf-Zr-O,"{""Co"": 0.8067524844660898, ""Hf"": 0.08562664993109169, ""Zr"": 0.10762086560281842}",400,0.691632,0.666918,0.199589,0.140154,2.778104,
10,11,Nb-Ni-Ta-O,"{""Nb"": 0.06381943179610468, ""Ni"": 0.8105529831689556, ""Ta"": 0.12562758503493962}",550,0.692824,0.713069,0.18112,0.849084,2.778104,
10,12,Co-Hf-Zr-O,"{""Co"": 0.9602649453036065, ""Hf"": 0.02850586374353717, ""Zr"": 0.011229190952856257}",400,0.691931,0.62687,0.32842,0.13626,2.779868,
10,13,Co-Ni-Zr-O,"{""Co"": 0.58207336913574, ""Ni"": 0.31432291321019035, ""Zr"": 0.10360371765406962}",0,0.708485,0.764052,0.232751,0.574306,2.779868,
10,14,Nb-Ni-Ta-O,"{""Nb"": 0.5530122160327089, ""Ni"": 0.14038634580272824, ""Ta"": 0.30660143816456287}",550,0.794742,1.0,0.188649,-0.015189,2.779868,
10,15,Co-Hf-Zr-O,"{""Co"": 0.8897377184468366, ""Hf"": 0.06914546553415242, ""Zr"": 0.041116816019010925}",550,0.673547,0.641705,0.221629,0.129043,2.779868,
10,16,Co-Sb-Zr-O,"{""Co"": 0.49647330877438856, ""Sb"": 0.028283777631721387, ""Zr"": 0.4752429135938901}",0,0.830626,0.831798,0.119719,0.12806,2.779868,
10,17,Co-Hf-Zr-O,"{""Co"": 0.5145278632841759, ""Hf"": 0.4070697271949452, ""Zr"": 0.07840240952087883}",550,0.828096,0.751357,0.176316,0.053099,2.779868,
10,18,Co-Nb-Sn-O,"{'Co': 0.8068004417930941, 'Nb': 0.14361801100355262, 'Sn': 0.04958154720335318}",700,0.672457,0.699252,0.246291,0.018092,2.782732,
10,19,Co-Ni-Zr-O,"{""Co"": 0.8379572252570472, ""Ni"": 0.01890374757346609, ""Zr"": 0.1431390271694868}",0,0.644298,0.575302,0.316349,0.643466,2.785348,
10,20,Fe-Sb-W-O,"{""Fe"": 0.6209883350056749, ""Sb"": 0.005862636131486185, ""W"": 0.373149028862839}",550,0.741792,1.0,0.390081,0.107234,2.785348,
10,21,Co-Fe-Zr-O,"{""Co"": 0.8253979928130477, ""Fe"": 0.07634138595567726, ""Zr"": 0.09826062123127503}",0,0.627096,0.55082,0.365952,0.604809,2.78953,
10,22,Co-Fe-Zr-O,"{""Co"": 0.8188650241128057, ""Fe"": 0.08201795716851885, ""Zr"": 0.09911701871867538}",550,0.596938,0.624498,0.470993,0.073694,2.791008,
10,23,Co-Fe-Zr-O,"{""Co"": 0.8642707866960864, ""Fe"": 0.06445812710064133, ""Zr"": 0.07127108620327226}",0,0.592099,0.536483,0.433913,0.628567,2.84181,
10,24,Co-Fe-Zr-O,"{""Co"": 0.8018703801169523, ""Fe"": 0.11821826135892122, ""Zr"": 0.07991135852412652}",550,0.576461,0.679293,0.458508,0.141847,2.84181,
10,25,Co-Nb-Zr-O,"{""Co"": 0.9261011513357204, ""Nb"": 0.04401896558177074, ""Zr"": 0.029879883082508794}",550,0.594251,0.645971,0.404978,0.035776,2.84383,
10,26,Co-Hf-Zr-O,"{""Co"": 0.6127436265711366, ""Hf"": 0.14559291750969552, ""Zr"": 0.24166345591916794}",550,0.768155,0.71855,0.075316,0.047575,2.84383,
10,27,Co-Fe-Zr-O,"{""Co"": 0.8046047304002377, ""Fe"": 0.07636575230065604, ""Zr"": 0.11902951729910619}",0,0.578284,0.556449,0.391091,0.603857,2.843895,
10,28,Co-Nb-Zr-O,"{""Co"": 0.9164051639468411, ""Nb"": 0.008361077724177775, ""Zr"": 0.07523375832898115}",0,0.574957,0.540049,0.465679,0.37965,2.863101,
10,29,Co-Sb-Zr-O,"{""Co"": 0.9006366809188391, ""Sb"": 0.005005920494354115, ""Zr"": 0.0943573985868067}",0,0.588332,0.568189,0.479099,0.619144,2.863101,
10,30,Co-Nb-Zr-O,"{""Co"": 0.8701521829703703, ""Nb"": 0.03134434171917805, ""Zr"": 0.09850347531045159}",0,0.573879,0.542668,0.453507,0.358173,2.864858,
10,31,Co-Fe-Zr-O,"{""Co"": 0.21608010795356244, ""Fe"": 0.6472385626342333, ""Zr"": 0.1366813294122043}",0,0.590891,0.915997,0.324359,0.334879,2.864858,
10,32,Co-Nb-Sn-O,"{'Co': 0.94704, 'Nb': 0.03337, 'Sn': 0.01959}",550,0.64322,0.685348,0.294833,0.001671,2.866174,
10,33,Co-Nb-Sn-O,"{'Co': 0.7479, 'Nb': 0.21085, 'Sn': 0.04125}",550,0.683849,0.763393,0.128374,-0.002392,2.866174,
10,34,Co-Mn-Zr-O,"{""Co"": 0.6426467871931673, ""Mn"": 0.10214030047068694, ""Zr"": 0.25521291233614574}",0,0.654267,0.596404,0.266957,0.202973,2.870534,
10,35,Co-Hf-Mn-O,"{""Co"": 0.665347551839365, ""Hf"": 0.18890433808621096, ""Mn"": 0.14574811007442406}",0,0.656444,0.790705,0.216966,0.143206,2.870534,
10,36,Co-Mn-Zr-O,"{""Co"": 0.5593441321143529, ""Mn"": 0.12162723710551458, ""Zr"": 0.31902863078013255}",0,0.658178,0.66378,0.208123,0.145637,2.870534,
10,37,Fe-In-Ni-O,"{""Fe"": 0.2833437342197479, ""In"": 0.5667180119457276, ""Ni"": 0.14993825383452444}",600,0.834845,0.967133,0.16536,0.337819,2.870534,
10,38,Co-Nb-Zr-O,"{""Co"": 0.8777554733551486, ""Nb"": 0.0045708764337756835, ""Zr"": 0.11767365021107572}",0,0.574056,0.583794,0.401626,0.373082,2.870534,
10,39,Co-Fe-Zr-O,"{""Co"": 0.4533498862802462, ""Fe"": 0.2395239547667195, ""Zr"": 0.30712615895303436}",550,0.762842,0.740867,0.143924,0.093743,2.870534,
10,40,Co-Sb-Zr-O,"{""Co"": 0.8871144870881764, ""Sb"": 0.007106945181986464, ""Zr"": 0.10577856772983707}",0,0.59839,0.565065,0.468073,0.531631,2.870534,
10,41,Co-Nb-Zr-O,"{""Co"": 0.42990475534336436, ""Nb"": 0.0, ""Zr"": 0.5700952446566356}",550,0.783736,0.771275,0.079549,0.027473,2.870534,
10,42,Co-Sb-Zr-O,"{""Co"": 0.9285245421799492, ""Sb"": 0.005562501918475885, ""Zr"": 0.06591295590157487}",550,0.630516,0.649395,0.20692,0.104446,2.870534,
10,43,Co-Nb-Sn-O,"{'Co': 0.9342403992767299, 'Nb': 0.045587570439990496, 'Sn': 0.02017203028327965}",700,0.653928,0.678104,0.092714,0.211311,2.870534,
10,44,Co-Mn-Ti-O,"{'Co': 0.14052, 'Mn': 0.03769, 'Ti': 0.82179}",550,0.776788,1.0,0.219943,0.027375,2.870534,
10,45,Co-Mn-Ti-O,"{'Co': 0.89163, 'Mn': 0.04283, 'Ti': 0.06554}",700,0.622456,0.730612,0.227998,0.048455,2.870534,
10,46,Co-Mn-Zr-O,"{""Co"": 0.942445513983409, ""Mn"": 0.04736440779355744, ""Zr"": 0.010190078223033465}",550,0.654177,0.770922,0.21342,0.447128,2.870534,
10,47,Co-Nb-Sn-O,"{'Co': 0.9408243545349935, 'Nb': 0.03969243468319845, 'Sn': 0.0194832107818081}",550,0.675541,0.660954,0.169012,0.025528,2.870784,
10,48,Co-In-Zr-O,"{""Co"": 0.8592092488298554, ""In"": 0.09955721045309378, ""Zr"": 0.04123354071705073}",0,0.626712,0.534729,0.42271,0.446587,2.881582,
10,49,Co-In-Si-O,"{""Co"": 0.8400359249758735, ""In"": 0.1599640750241265}",0,0.622955,1.0,0.43531,0.103588,2.881582,
10,50,Co-Mn-Zr-O,"{""Co"": 0.8568337531537609, ""Mn"": 0.09936593349876961, ""Zr"": 0.043800313347469526}",0,0.588755,0.554304,0.502463,0.218667,2.887456,
