llm,repeat,step,material_system,composition,composition_short,anneal_T_C,predicted_overpotential_V,actual_overpotential_V,predicted_molar_change,actual_molar_change,hypervolume,n_remaining
claude_opus4.6,9,26,Co-Hf-Zr-O,"{""Co"": 0.6127436265711366, ""Hf"": 0.14559291750969552, ""Zr"": 0.24166345591916794}",Co:0.6127 Hf:0.1456 Zr:0.2417,550,0.67,0.71855,0.05,0.047575,2.331489,2262
claude_opus4.6,2,27,Co-Nb-Sn-O,"{'Co': 0.9342403992767299, 'Nb': 0.045587570439990496, 'Sn': 0.02017203028327965}",Co:0.9342 Nb:0.0456 Sn:0.0202,700,0.69,0.678104,0.005,0.211311,2.339947,2261
claude_opus4.6,3,27,Co-Hf-Zr-O,"{""Co"": 0.6127436265711366, ""Hf"": 0.14559291750969552, ""Zr"": 0.24166345591916794}",Co:0.6127 Hf:0.1456 Zr:0.2417,550,0.655,0.71855,0.07,0.047575,2.337355,2261
claude_opus4.6,1,28,Co-Mn-Ti-O,"{'Co': 0.83535, 'Mn': 0.06763, 'Ti': 0.09703}",Co:0.8354 Mn:0.0676 Ti:0.0970,550,0.64,0.732427,0.05,0.076881,2.337305,2260
claude_opus4.6,5,27,Co-Fe-Zr-O,"{""Co"": 0.8188650241128057, ""Fe"": 0.08201795716851885, ""Zr"": 0.09911701871867538}",Co:0.8189 Fe:0.0820 Zr:0.0991,550,0.65,0.624498,0.035,0.073694,2.346309,2261
claude_opus4.6,7,26,Co-Fe-Zr-O,"{""Co"": 0.6888302064481516, ""Fe"": 0.0923850206882738, ""Zr"": 0.21878477286357467}",Co:0.6888 Fe:0.0924 Zr:0.2188,550,0.62,0.865521,0.055,0.046742,2.369488,2262
claude_opus4.6,10,25,Co-Hf-Zr-O,"{""Co"": 0.6089530033531373, ""Hf"": 0.1723457865015805, ""Zr"": 0.21870121014528227}",Co:0.6090 Hf:0.1723 Zr:0.2187,550,0.65,0.710396,0.055,0.056206,2.369488,2263
claude_opus4.6,8,26,Co-Nb-Sn-O,"{'Co': 0.92741, 'Nb': 0.0477, 'Sn': 0.02489}",Co:0.9274 Nb:0.0477 Sn:0.0249,550,0.665,0.679212,0.005,0.020729,2.337355,2262
claude_opus4.6,6,27,Co-Sb-Zr-O,"{""Co"": 0.7553729256605235, ""Sb"": 0.015253478736914995, ""Zr"": 0.22937359560256151}",Co:0.7554 Sb:0.0153 Zr:0.2294,550,0.635,1.041386,0.05,0.079945,2.369488,2261
claude_opus4.6,4,25,Co-Nb-Zr-O,"{""Co"": 0.622864747433467, ""Nb"": 0.13429422034813462, ""Zr"": 0.24284103221839845}",Co:0.6229 Nb:0.1343 Zr:0.2428,550,0.67,0.750381,0.035,0.027738,2.369648,2263
claude_opus4.6,3,28,Co-Nb-Zr-O,"{""Co"": 0.9261011513357204, ""Nb"": 0.04401896558177074, ""Zr"": 0.029879883082508794}",Co:0.9261 Nb:0.0440 Zr:0.0299,550,0.64,0.645971,0.035,0.035776,2.337927,2260
claude_opus4.6,5,28,Co-Fe-Zr-O,"{""Co"": 0.8018703801169523, ""Fe"": 0.11821826135892122, ""Zr"": 0.07991135852412652}",Co:0.8019 Fe:0.1182 Zr:0.0799,550,0.63,0.679293,0.065,0.141847,2.346309,2260
claude_opus4.6,2,28,Co-Nb-Sn-O,"{'Co': 0.96352, 'Nb': 0.02778, 'Sn': 0.0087}",Co:0.9635 Nb:0.0278 Sn:0.0087,550,0.665,0.66479,0.05,0.147314,2.339947,2260
claude_opus4.6,9,27,Co-Hf-Zr-O,"{""Co"": 0.6089530033531373, ""Hf"": 0.1723457865015805, ""Zr"": 0.21870121014528227}",Co:0.6090 Hf:0.1723 Zr:0.2187,550,0.69,0.710396,0.06,0.056206,2.331489,2261
claude_opus4.6,1,29,Co-Hf-Zr-O,"{""Co"": 0.6127436265711366, ""Hf"": 0.14559291750969552, ""Zr"": 0.24166345591916794}",Co:0.6127 Hf:0.1456 Zr:0.2417,550,0.65,0.71855,0.08,0.047575,2.337305,2259
claude_opus4.6,8,27,Co-Nb-Zr-O,"{""Co"": 0.9261011513357204, ""Nb"": 0.04401896558177074, ""Zr"": 0.029879883082508794}",Co:0.9261 Nb:0.0440 Zr:0.0299,550,0.635,0.645971,0.03,0.035776,2.337927,2261
claude_opus4.6,7,27,Co-Mn-Ti-O,"{'Co': 0.78039, 'Mn': 0.03562, 'Ti': 0.18398}",Co:0.7804 Mn:0.0356 Ti:0.1840,700,0.725,0.744653,0.035,0.084861,2.369488,2261
claude_opus4.6,6,28,Co-Mn-Zr-O,"{""Co"": 0.8842657492480784, ""Mn"": 0.07435492074650135, ""Zr"": 0.04137933000542019}",Co:0.8843 Mn:0.0744 Zr:0.0414,550,0.63,0.644252,0.04,0.182381,2.369488,2260
claude_opus4.6,10,26,Co-Fe-Zr-O,"{""Co"": 0.7506547429533967, ""Fe"": 0.08436532089659422, ""Zr"": 0.164979936150009}",Co:0.7507 Fe:0.0844 Zr:0.1650,550,0.628,0.679319,0.055,0.065576,2.369488,2262
claude_opus4.6,3,29,Co-Nb-Zr-O,"{""Co"": 0.8593239793489539, ""Nb"": 0.04272475548422236, ""Zr"": 0.09795126516682379}",Co:0.8593 Nb:0.0427 Zr:0.0980,550,0.64,0.626091,0.04,0.062305,2.343152,2259
claude_opus4.6,4,26,Co-Hf-Zr-O,"{""Co"": 0.6127436265711366, ""Hf"": 0.14559291750969552, ""Zr"": 0.24166345591916794}",Co:0.6127 Hf:0.1456 Zr:0.2417,550,0.665,0.71855,0.045,0.047575,2.369648,2262
claude_opus4.6,9,28,Co-Nb-Zr-O,"{""Co"": 0.9261011513357204, ""Nb"": 0.04401896558177074, ""Zr"": 0.029879883082508794}",Co:0.9261 Nb:0.0440 Zr:0.0299,550,0.635,0.645971,0.08,0.035776,2.333105,2260
claude_opus4.6,1,30,Co-Nb-Zr-O,"{""Co"": 0.9261011513357204, ""Nb"": 0.04401896558177074, ""Zr"": 0.029879883082508794}",Co:0.9261 Nb:0.0440 Zr:0.0299,550,0.64,0.645971,0.03,0.035776,2.337878,2258
claude_opus4.6,2,29,Co-Nb-Zr-O,"{""Co"": 0.8042304308868713, ""Nb"": 0.0, ""Zr"": 0.19576956911312876}",Co:0.8042 Nb:0.0000 Zr:0.1958,550,0.628,0.633657,0.058,0.072303,2.339947,2259
claude_opus4.6,5,29,Co-Fe-Zr-O,"{""Co"": 0.7506547429533967, ""Fe"": 0.08436532089659422, ""Zr"": 0.164979936150009}",Co:0.7507 Fe:0.0844 Zr:0.1650,550,0.635,0.679319,0.055,0.065576,2.346309,2259
claude_opus4.6,8,28,Co-Nb-Zr-O,"{""Co"": 0.8593239793489539, ""Nb"": 0.04272475548422236, ""Zr"": 0.09795126516682379}",Co:0.8593 Nb:0.0427 Zr:0.0980,550,0.638,0.626091,0.04,0.062305,2.343152,2260
claude_opus4.6,7,28,Co-Sb-Zr-O,"{""Co"": 0.7553729256605235, ""Sb"": 0.015253478736914995, ""Zr"": 0.22937359560256151}",Co:0.7554 Sb:0.0153 Zr:0.2294,550,0.63,1.041386,0.05,0.079945,2.369488,2260
claude_opus4.6,10,27,Co-Sb-Zr-O,"{""Co"": 0.6870164790529468, ""Sb"": 0.021411072860292965, ""Zr"": 0.2915724480867601}",Co:0.6870 Sb:0.0214 Zr:0.2916,550,0.635,0.803196,0.055,0.087329,2.369488,2261
claude_opus4.6,6,29,Co-Nb-Sn-O,"{'Co': 0.94772, 'Nb': 0.04372, 'Sn': 0.00855}",Co:0.9477 Nb:0.0437 Sn:0.0086,550,0.65,0.690891,0.035,0.021932,2.370313,2259
claude_opus4.6,3,30,Co-Nb-Zr-O,"{""Co"": 0.8381564933715236, ""Nb"": 0.081203527384317, ""Zr"": 0.08063997924415944}",Co:0.8382 Nb:0.0812 Zr:0.0806,550,0.63,0.652228,0.045,0.061435,2.343152,2258
claude_opus4.6,9,29,Co-Nb-Zr-O,"{""Co"": 0.8593239793489539, ""Nb"": 0.04272475548422236, ""Zr"": 0.09795126516682379}",Co:0.8593 Nb:0.0427 Zr:0.0980,550,0.635,0.626091,0.045,0.062305,2.33833,2259
claude_opus4.6,1,31,Co-Mn-Zr-O,"{""Co"": 0.8842657492480784, ""Mn"": 0.07435492074650135, ""Zr"": 0.04137933000542019}",Co:0.8843 Mn:0.0744 Zr:0.0414,550,0.635,0.644252,0.08,0.182381,2.337878,2257
claude_opus4.6,2,30,Co-Nb-Zr-O,"{""Co"": 0.8571176429274906, ""Nb"": 0.0, ""Zr"": 0.14288235707250938}",Co:0.8571 Nb:0.0000 Zr:0.1429,550,0.628,0.621104,0.061,0.046837,2.371075,2258
claude_opus4.6,4,27,Co-Mn-Zr-O,"{""Co"": 0.866684291948655, ""Mn"": 0.10092992939144035, ""Zr"": 0.032385778659904496}",Co:0.8667 Mn:0.1009 Zr:0.0324,550,0.67,0.654426,0.04,0.136051,2.369648,2261
claude_opus4.6,5,30,Co-Nb-Zr-O,"{""Co"": 0.8593239793489539, ""Nb"": 0.04272475548422236, ""Zr"": 0.09795126516682379}",Co:0.8593 Nb:0.0427 Zr:0.0980,550,0.63,0.626091,0.08,0.062305,2.346763,2258
claude_opus4.6,8,29,Co-Nb-Zr-O,"{""Co"": 0.8381564933715236, ""Nb"": 0.081203527384317, ""Zr"": 0.08063997924415944}",Co:0.8382 Nb:0.0812 Zr:0.0806,550,0.63,0.652228,0.04,0.061435,2.343152,2259
claude_opus4.6,7,29,Co-Fe-Zr-O,"{""Co"": 0.8018703801169523, ""Fe"": 0.11821826135892122, ""Zr"": 0.07991135852412652}",Co:0.8019 Fe:0.1182 Zr:0.0799,550,0.625,0.679293,0.055,0.141847,2.369488,2259
claude_opus4.6,10,28,Co-Mn-Ti-O,"{'Co': 0.83997, 'Mn': 0.08343, 'Ti': 0.0766}",Co:0.8400 Mn:0.0834 Ti:0.0766,550,0.63,0.760292,0.05,-0.009114,2.369488,2260
claude_opus4.6,9,30,Co-Nb-Zr-O,"{""Co"": 0.8381564933715236, ""Nb"": 0.081203527384317, ""Zr"": 0.08063997924415944}",Co:0.8382 Nb:0.0812 Zr:0.0806,550,0.632,0.652228,0.045,0.061435,2.33833,2258
claude_opus4.6,6,30,Co-Mn-Ti-O,"{'Co': 0.83535, 'Mn': 0.06763, 'Ti': 0.09703}",Co:0.8354 Mn:0.0676 Ti:0.0970,550,0.635,0.732427,0.04,0.076881,2.370313,2258
claude_opus4.6,3,31,Co-Nb-Zr-O,"{""Co"": 0.8741137104765964, ""Nb"": 0.0, ""Zr"": 0.1258862895234036}",Co:0.8741 Nb:0.0000 Zr:0.1259,550,0.625,0.632519,0.08,0.060041,2.343182,2257
claude_opus4.6,5,31,Co-Nb-Zr-O,"{""Co"": 0.8381564933715236, ""Nb"": 0.081203527384317, ""Zr"": 0.08063997924415944}",Co:0.8382 Nb:0.0812 Zr:0.0806,550,0.628,0.652228,0.065,0.061435,2.346775,2257
claude_opus4.6,2,31,Co-Fe-Zr-O,"{""Co"": 0.8188650241128057, ""Fe"": 0.08201795716851885, ""Zr"": 0.09911701871867538}",Co:0.8189 Fe:0.0820 Zr:0.0991,550,0.635,0.624498,0.045,0.073694,2.371075,2257
claude_opus4.6,1,32,Co-Nb-Zr-O,"{""Co"": 0.8593239793489539, ""Nb"": 0.04272475548422236, ""Zr"": 0.09795126516682379}",Co:0.8593 Nb:0.0427 Zr:0.0980,550,0.64,0.626091,0.04,0.062305,2.343102,2256
claude_opus4.6,4,28,Co-Fe-Zr-O,"{""Co"": 0.6888302064481516, ""Fe"": 0.0923850206882738, ""Zr"": 0.21878477286357467}",Co:0.6888 Fe:0.0924 Zr:0.2188,550,0.65,0.865521,0.045,0.046742,2.369648,2260
claude_opus4.6,8,30,Co-Nb-Zr-O,"{""Co"": 0.8741137104765964, ""Nb"": 0.0, ""Zr"": 0.1258862895234036}",Co:0.8741 Nb:0.0000 Zr:0.1259,550,0.635,0.632519,0.055,0.060041,2.343182,2258
claude_opus4.6,7,30,Co-Mn-Ti-O,"{'Co': 0.82021, 'Mn': 0.04888, 'Ti': 0.1309}",Co:0.8202 Mn:0.0489 Ti:0.1309,700,0.725,0.73501,0.04,0.074959,2.369488,2258
claude_opus4.6,10,29,Co-Mn-Ti-O,"{'Co': 0.89163, 'Mn': 0.04283, 'Ti': 0.06554}",Co:0.8916 Mn:0.0428 Ti:0.0655,700,0.65,0.730612,-0.015,0.048455,2.369488,2259
claude_opus4.6,9,31,Co-Nb-Zr-O,"{""Co"": 0.8741137104765964, ""Nb"": 0.0, ""Zr"": 0.1258862895234036}",Co:0.8741 Nb:0.0000 Zr:0.1259,550,0.63,0.632519,0.075,0.060041,2.33836,2257
claude_opus4.6,5,32,Co-Nb-Zr-O,"{""Co"": 0.9261011513357204, ""Nb"": 0.04401896558177074, ""Zr"": 0.029879883082508794}",Co:0.9261 Nb:0.0440 Zr:0.0299,550,0.62,0.645971,0.08,0.035776,2.348145,2256
claude_opus4.6,3,32,Co-Nb-Zr-O,"{""Co"": 0.8571176429274906, ""Nb"": 0.0, ""Zr"": 0.14288235707250938}",Co:0.8571 Nb:0.0000 Zr:0.1429,550,0.63,0.621104,0.058,0.046837,2.37431,2256
claude_opus4.6,1,33,Co-Nb-Zr-O,"{""Co"": 0.8381564933715236, ""Nb"": 0.081203527384317, ""Zr"": 0.08063997924415944}",Co:0.8382 Nb:0.0812 Zr:0.0806,550,0.63,0.652228,0.04,0.061435,2.343102,2255
claude_opus4.6,6,31,Co-Mn-Zr-O,"{""Co"": 0.8539997255534031, ""Mn"": 0.11529054396944806, ""Zr"": 0.030709730477148946}",Co:0.8540 Mn:0.1153 Zr:0.0307,550,0.635,0.68588,0.12,0.036528,2.370313,2257
claude_opus4.6,8,31,Co-Nb-Zr-O,"{""Co"": 0.8571176429274906, ""Nb"": 0.0, ""Zr"": 0.14288235707250938}",Co:0.8571 Nb:0.0000 Zr:0.1429,550,0.628,0.621104,0.058,0.046837,2.37431,2257
claude_opus4.6,2,32,Co-Mn-Zr-O,"{""Co"": 0.8842657492480784, ""Mn"": 0.07435492074650135, ""Zr"": 0.04137933000542019}",Co:0.8843 Mn:0.0744 Zr:0.0414,550,0.635,0.644252,0.04,0.182381,2.371075,2256
claude_opus4.6,4,29,Co-Fe-Zr-O,"{""Co"": 0.6274269989859841, ""Fe"": 0.0854856665166054, ""Zr"": 0.28708733449741053}",Co:0.6274 Fe:0.0855 Zr:0.2871,550,0.67,0.8064,0.04,0.046276,2.369648,2259
claude_opus4.6,7,31,Co-Fe-Zr-O,"{""Co"": 0.7477091001028715, ""Fe"": 0.13815719869083098, ""Zr"": 0.1141337012062974}",Co:0.7477 Fe:0.1382 Zr:0.1141,550,0.62,0.676735,0.065,0.096884,2.369488,2257
claude_opus4.6,10,30,Co-Mn-Ti-O,"{'Co': 0.83535, 'Mn': 0.06763, 'Ti': 0.09703}",Co:0.8354 Mn:0.0676 Ti:0.0970,550,0.72,0.732427,-0.005,0.076881,2.369488,2258
claude_opus4.6,3,33,Co-Nb-Zr-O,"{""Co"": 0.8042304308868713, ""Nb"": 0.0, ""Zr"": 0.19576956911312876}",Co:0.8042 Nb:0.0000 Zr:0.1958,550,0.615,0.633657,0.05,0.072303,2.37431,2255
claude_opus4.6,9,32,Co-Nb-Zr-O,"{""Co"": 0.8571176429274906, ""Nb"": 0.0, ""Zr"": 0.14288235707250938}",Co:0.8571 Nb:0.0000 Zr:0.1429,550,0.635,0.621104,0.055,0.046837,2.369488,2256
claude_opus4.6,5,33,Co-Nb-Zr-O,"{""Co"": 0.8741137104765964, ""Nb"": 0.0, ""Zr"": 0.1258862895234036}",Co:0.8741 Nb:0.0000 Zr:0.1259,550,0.635,0.632519,0.05,0.060041,2.348176,2255
claude_opus4.6,1,34,Co-Nb-Zr-O,"{""Co"": 0.8741137104765964, ""Nb"": 0.0, ""Zr"": 0.1258862895234036}",Co:0.8741 Nb:0.0000 Zr:0.1259,550,0.635,0.632519,0.05,0.060041,2.343133,2254
claude_opus4.6,8,32,Co-Nb-Zr-O,"{""Co"": 0.8042304308868713, ""Nb"": 0.0, ""Zr"": 0.19576956911312876}",Co:0.8042 Nb:0.0000 Zr:0.1958,550,0.618,0.633657,0.055,0.072303,2.37431,2256
claude_opus4.6,6,32,Co-Nb-Sn-O,"{'Co': 0.93201, 'Nb': 0.03814, 'Sn': 0.02985}",Co:0.9320 Nb:0.0381 Sn:0.0299,550,0.685,0.689592,0.018,-0.035631,2.373837,2256
claude_opus4.6,2,33,Co-Fe-Zr-O,"{""Co"": 0.7506547429533967, ""Fe"": 0.08436532089659422, ""Zr"": 0.164979936150009}",Co:0.7507 Fe:0.0844 Zr:0.1650,550,0.618,0.679319,0.055,0.065576,2.371075,2255
claude_opus4.6,4,30,Co-Hf-Zr-O,"{""Co"": 0.9602649453036065, ""Hf"": 0.02850586374353717, ""Zr"": 0.011229190952856257}",Co:0.9603 Hf:0.0285 Zr:0.0112,400,0.635,0.62687,0.065,0.13626,2.369648,2258
claude_opus4.6,7,32,Co-Fe-Zr-O,"{""Co"": 0.7506547429533967, ""Fe"": 0.08436532089659422, ""Zr"": 0.164979936150009}",Co:0.7507 Fe:0.0844 Zr:0.1650,550,0.63,0.679319,0.055,0.065576,2.369488,2256
claude_opus4.6,3,34,Co-Fe-Zr-O,"{""Co"": 0.8188650241128057, ""Fe"": 0.08201795716851885, ""Zr"": 0.09911701871867538}",Co:0.8189 Fe:0.0820 Zr:0.0991,550,0.635,0.624498,0.045,0.073694,2.37431,2254
claude_opus4.6,10,31,Co-Hf-Zr-O,"{""Co"": 0.6502290941944644, ""Hf"": 0.15214844225985744, ""Zr"": 0.1976224635456782}",Co:0.6502 Hf:0.1521 Zr:0.1976,400,0.645,0.685995,0.09,0.131136,2.369488,2257
claude_opus4.6,9,33,Co-Nb-Zr-O,"{""Co"": 0.8042304308868713, ""Nb"": 0.0, ""Zr"": 0.19576956911312876}",Co:0.8042 Nb:0.0000 Zr:0.1958,550,0.645,0.633657,0.04,0.072303,2.369488,2255
claude_opus4.6,1,35,Co-Nb-Zr-O,"{""Co"": 0.8571176429274906, ""Nb"": 0.0, ""Zr"": 0.14288235707250938}",Co:0.8571 Nb:0.0000 Zr:0.1429,550,0.628,0.621104,0.055,0.046837,2.374261,2253
claude_opus4.6,8,33,Co-Fe-Zr-O,"{""Co"": 0.8188650241128057, ""Fe"": 0.08201795716851885, ""Zr"": 0.09911701871867538}",Co:0.8189 Fe:0.0820 Zr:0.0991,550,0.635,0.624498,0.055,0.073694,2.37431,2255
claude_opus4.6,5,34,Co-Nb-Zr-O,"{""Co"": 0.8571176429274906, ""Nb"": 0.0, ""Zr"": 0.14288235707250938}",Co:0.8571 Nb:0.0000 Zr:0.1429,550,0.635,0.621104,0.055,0.046837,2.369488,2254
claude_opus4.6,2,34,Co-Mn-Ti-O,"{'Co': 0.78039, 'Mn': 0.03562, 'Ti': 0.18398}",Co:0.7804 Mn:0.0356 Ti:0.1840,700,0.72,0.744653,0.03,0.084861,2.371075,2254
claude_opus4.6,6,33,Co-Nb-Sn-O,"{'Co': 0.94704, 'Nb': 0.03337, 'Sn': 0.01959}",Co:0.9470 Nb:0.0334 Sn:0.0196,550,0.67,0.685348,0.01,0.001671,2.373981,2255
claude_opus4.6,4,31,Co-Nb-Zr-O,"{""Co"": 0.512821493028871, ""Nb"": 0.14683700958281382, ""Zr"": 0.34034149738831515}",Co:0.5128 Nb:0.1468 Zr:0.3403,550,0.72,0.821375,0.025,0.035977,2.369648,2257
claude_opus4.6,3,35,Co-Sb-Zr-O,"{""Co"": 0.7553729256605235, ""Sb"": 0.015253478736914995, ""Zr"": 0.22937359560256151}",Co:0.7554 Sb:0.0153 Zr:0.2294,550,0.62,1.041386,0.055,0.079945,2.37431,2253
claude_opus4.6,9,34,Co-Fe-Zr-O,"{""Co"": 0.8188650241128057, ""Fe"": 0.08201795716851885, ""Zr"": 0.09911701871867538}",Co:0.8189 Fe:0.0820 Zr:0.0991,550,0.635,0.624498,0.055,0.073694,2.369488,2254
claude_opus4.6,1,36,Co-Nb-Zr-O,"{""Co"": 0.8042304308868713, ""Nb"": 0.0, ""Zr"": 0.19576956911312876}",Co:0.8042 Nb:0.0000 Zr:0.1958,550,0.618,0.633657,0.052,0.072303,2.374261,2252
claude_opus4.6,8,34,Co-Fe-Zr-O,"{""Co"": 0.6888302064481516, ""Fe"": 0.0923850206882738, ""Zr"": 0.21878477286357467}",Co:0.6888 Fe:0.0924 Zr:0.2188,550,0.628,0.865521,0.055,0.046742,2.37431,2254
claude_opus4.6,10,32,Co-Mn-Zr-O,"{""Co"": 0.8842657492480784, ""Mn"": 0.07435492074650135, ""Zr"": 0.04137933000542019}",Co:0.8843 Mn:0.0744 Zr:0.0414,550,0.635,0.644252,0.04,0.182381,2.369488,2256
claude_opus4.6,7,33,Co-Sb-Zr-O,"{""Co"": 0.6870164790529468, ""Sb"": 0.021411072860292965, ""Zr"": 0.2915724480867601}",Co:0.6870 Sb:0.0214 Zr:0.2916,550,0.635,0.803196,0.055,0.087329,2.369488,2255
claude_opus4.6,5,35,Co-Nb-Zr-O,"{""Co"": 0.8042304308868713, ""Nb"": 0.0, ""Zr"": 0.19576956911312876}",Co:0.8042 Nb:0.0000 Zr:0.1958,550,0.635,0.633657,0.052,0.072303,2.369488,2253
claude_opus4.6,2,35,Co-Fe-Zr-O,"{""Co"": 0.7477091001028715, ""Fe"": 0.13815719869083098, ""Zr"": 0.1141337012062974}",Co:0.7477 Fe:0.1382 Zr:0.1141,550,0.63,0.676735,0.055,0.096884,2.371075,2253
claude_opus4.6,4,32,Co-Mn-Zr-O,"{""Co"": 0.6306605659000143, ""Mn"": 0.30634279517932134, ""Zr"": 0.06299663892066441}",Co:0.6307 Mn:0.3063 Zr:0.0630,550,0.69,0.793098,0.04,0.001786,2.369648,2256
claude_opus4.6,6,34,Co-Nb-Sn-O,"{'Co': 0.942413926402918, 'Nb': 0.03532870506527363, 'Sn': 0.02225736853180836}",Co:0.9424 Nb:0.0353 Sn:0.0223,700,0.675,0.6808,0.005,0.215634,2.373981,2254
claude_opus4.6,3,36,Co-Hf-Zr-O,"{""Co"": 0.6089530033531373, ""Hf"": 0.1723457865015805, ""Zr"": 0.21870121014528227}",Co:0.6090 Hf:0.1723 Zr:0.2187,550,0.635,0.710396,0.055,0.056206,2.37431,2252
claude_opus4.6,9,35,Co-Fe-Zr-O,"{""Co"": 0.7506547429533967, ""Fe"": 0.08436532089659422, ""Zr"": 0.164979936150009}",Co:0.7507 Fe:0.0844 Zr:0.1650,550,0.63,0.679319,0.055,0.065576,2.369488,2253
claude_opus4.6,1,37,Co-Sb-Zr-O,"{""Co"": 0.9285245421799492, ""Sb"": 0.005562501918475885, ""Zr"": 0.06591295590157487}",Co:0.9285 Sb:0.0056 Zr:0.0659,550,0.628,0.649395,0.055,0.104446,2.374261,2251
claude_opus4.6,8,35,Co-Fe-Zr-O,"{""Co"": 0.7477091001028715, ""Fe"": 0.13815719869083098, ""Zr"": 0.1141337012062974}",Co:0.7477 Fe:0.1382 Zr:0.1141,550,0.635,0.676735,0.065,0.096884,2.37431,2253
claude_opus4.6,2,36,Co-Fe-Zr-O,"{""Co"": 0.8018703801169523, ""Fe"": 0.11821826135892122, ""Zr"": 0.07991135852412652}",Co:0.8019 Fe:0.1182 Zr:0.0799,550,0.628,0.679293,0.065,0.141847,2.371075,2252
claude_opus4.6,10,33,Co-Mn-Ti-O,"{'Co': 0.82207, 'Mn': 0.05399, 'Ti': 0.12393}",Co:0.8221 Mn:0.0540 Ti:0.1239,550,0.74,0.705206,-0.005,0.105562,2.369488,2255
claude_opus4.6,5,36,Co-Mn-Ti-O,"{'Co': 0.73559, 'Mn': 0.15397, 'Ti': 0.11044}",Co:0.7356 Mn:0.1540 Ti:0.1104,700,0.725,0.775637,0.04,0.149801,2.369488,2252
claude_opus4.6,7,34,Co-Ni-Zr-O,"{""Co"": 0.6995224826820042, ""Ni"": 0.208369937080724, ""Zr"": 0.09210758023727174}",Co:0.6995 Ni:0.2084 Zr:0.0921,550,0.65,0.606289,0.04,0.127698,2.459934,2254
claude_opus4.6,4,33,Co-Mn-Sn-O,"{""Co"": 0.710267156910369, ""Mn"": 0.2897328430896311, ""Sn"": 0.0}",Co:0.7103 Mn:0.2897 Sn:0.0000,450,0.68,0.716335,0.005,0.069022,2.369648,2255
claude_opus4.6,3,37,Co-Fe-Zr-O,"{""Co"": 0.7477091001028715, ""Fe"": 0.13815719869083098, ""Zr"": 0.1141337012062974}",Co:0.7477 Fe:0.1382 Zr:0.1141,550,0.62,0.676735,0.05,0.096884,2.37431,2251
claude_opus4.6,9,36,Co-Sb-Zr-O,"{""Co"": 0.7553729256605235, ""Sb"": 0.015253478736914995, ""Zr"": 0.22937359560256151}",Co:0.7554 Sb:0.0153 Zr:0.2294,550,0.628,1.041386,0.058,0.079945,2.369488,2252
claude_opus4.6,6,35,Co-Sb-Zr-O,"{""Co"": 0.6870164790529468, ""Sb"": 0.021411072860292965, ""Zr"": 0.2915724480867601}",Co:0.6870 Sb:0.0214 Zr:0.2916,550,0.64,0.803196,0.05,0.087329,2.373981,2253
claude_opus4.6,1,38,Co-Sb-Zr-O,"{""Co"": 0.7553729256605235, ""Sb"": 0.015253478736914995, ""Zr"": 0.22937359560256151}",Co:0.7554 Sb:0.0153 Zr:0.2294,550,0.625,1.041386,0.04,0.079945,2.374261,2250
claude_opus4.6,2,37,Co-Nb-Sn-O,"{'Co': 0.8505102206575892, 'Nb': 0.09701256317109394, 'Sn': 0.05247721617131679}",Co:0.8505 Nb:0.0970 Sn:0.0525,700,0.685,0.702245,0.01,0.037597,2.371075,2251
claude_opus4.6,7,35,Co-Ni-Zr-O,"{""Co"": 0.7020397361239789, ""Ni"": 0.19043742206091896, ""Zr"": 0.10752284181510222}",Co:0.7020 Ni:0.1904 Zr:0.1075,550,0.615,0.613211,0.075,0.107925,2.46009,2253
claude_opus4.6,5,37,Co-Sb-Zr-O,"{""Co"": 0.7553729256605235, ""Sb"": 0.015253478736914995, ""Zr"": 0.22937359560256151}",Co:0.7554 Sb:0.0153 Zr:0.2294,550,0.625,1.041386,0.055,0.079945,2.369488,2251
claude_opus4.6,8,36,Co-Nb-Sn-O,"{'Co': 0.915, 'Nb': 0.0611, 'Sn': 0.02391}",Co:0.9150 Nb:0.0611 Sn:0.0239,550,0.67,0.704978,0.015,0.024883,2.37431,2252
claude_opus4.6,10,34,Co-Mn-Ti-O,"{'Co': 0.73882, 'Mn': 0.07925, 'Ti': 0.18193}",Co:0.7388 Mn:0.0793 Ti:0.1819,550,0.69,0.717248,0.035,0.100548,2.369488,2254
claude_opus4.6,3,38,Co-Fe-Zr-O,"{""Co"": 0.7506547429533967, ""Fe"": 0.08436532089659422, ""Zr"": 0.164979936150009}",Co:0.7507 Fe:0.0844 Zr:0.1650,550,0.62,0.679319,0.055,0.065576,2.37431,2250
claude_opus4.6,4,34,Co-Mn-Nb-O,"{""Co"": 0.8214965444681955, ""Mn"": 0.17850345553180458, ""Nb"": 0.0}",Co:0.8215 Mn:0.1785 Nb:0.0000,550,0.65,0.678799,0.04,0.093567,2.369648,2254
claude_opus4.6,1,39,Co-Fe-Zr-O,"{""Co"": 0.7506547429533967, ""Fe"": 0.08436532089659422, ""Zr"": 0.164979936150009}",Co:0.7507 Fe:0.0844 Zr:0.1650,550,0.635,0.679319,0.04,0.065576,2.374261,2249
claude_opus4.6,9,37,Co-Mn-Ti-O,"{'Co': 0.82207, 'Mn': 0.05399, 'Ti': 0.12393}",Co:0.8221 Mn:0.0540 Ti:0.1239,550,0.715,0.705206,0.035,0.105562,2.369488,2251
