repeat,step,material_system,composition,anneal_T_C,predicted_overpotential_V,actual_overpotential_V,predicted_molar_change,actual_molar_change,hypervolume
9,50,Ni-Pd-Ta-O,"{""Ni"": 0.17250256341319753, ""Pd"": 0.7453462175669912, ""Ta"": 0.08215121901981129}",550,0.736749,0.553072,0.056789,0.029141,3.066903
10,1,Co-In-Si-O,"{""Co"": 0.4169115551184158, ""In"": 0.5830884448815842}",0,3.160266,1.107384,0.00496,0.113286,1.74329
10,2,Ag-Ni-Sb-O,"{'Sb': 0.01763, 'Ni': 0.17502, 'Ag': 0.80735}",0,2.787792,0.934167,0.064309,1.277797,1.74329
10,3,Bi-Ni-Zr-O,"{""Bi"": 0.799487266475573, ""Ni"": 0.16984006981189786, ""Zr"": 0.030672663712529222}",550,2.263951,1.718231,0.19276,0.026602,1.74329
10,4,Ag-Ni-Sb-O,"{'Sb': 0.00371, 'Ag': 0.82426, 'Ni': 0.17203}",550,2.729303,5.478394,0.363497,1.011823,1.74329
10,5,Co-Ni-Ta-O,"{""Co"": 0.28278907660766045, ""Ni"": 0.18636657971063122, ""Ta"": 0.5308443436817083}",550,2.679427,1.199792,0.20493,0.011212,1.74329
10,6,Mn-Ni-Pd-O,"{""Mn"": 0.04260347552650108, ""Ni"": 0.17298846507715393, ""Pd"": 0.7844080593963451}",550,2.872423,0.606701,0.107679,0.057486,2.455901
10,7,Ag-Nb-Ni-O,"{""Ag"": 0.3394320950591408, ""Nb"": 0.5338607924508958, ""Ni"": 0.12670711248996333}",0,1.964366,0.955376,0.024492,0.609831,2.455901
10,8,Ni-Sb-W-O,"{""Ni"": 0.18677572652769497, ""Sb"": 0.3300330720595656, ""W"": 0.4831912014127395}",550,2.746746,1.192292,0.327833,0.010524,2.455901
10,9,Co-Ni-Pd-O,"{""Co"": 0.333282453406405, ""Ni"": 0.1772458899500927, ""Pd"": 0.4894716566435023}",0,1.294376,0.668617,0.122121,0.144135,2.455901
10,10,Mn-Nb-Sb-O,"{""Mn"": 0.4571303249755999, ""Nb"": 0.5372933543813965, ""Sb"": 0.005576320643003576}",550,1.695272,1.079744,0.053714,0.100406,2.455901
10,11,Ni-Sb-W-O,"{""Ni"": 0.19066027048739406, ""Sb"": 0.8093397295126059, ""W"": 0.0}",0,1.360197,0.943998,0.109786,0.397365,2.455901
10,12,Nb-Ni-Ta-O,"{""Nb"": 0.5392618774230442, ""Ni"": 0.3636946619241437, ""Ta"": 0.09704346065281207}",550,1.492432,2.687193,0.011011,0.022534,2.455901
10,13,Fe-In-Ni-O,"{""Fe"": 0.25174255451010236, ""In"": 0.5751397247339671, ""Ni"": 0.17311772075593046}",600,1.39716,0.975379,0.04287,0.361937,2.455901
10,14,Co-Nb-Zr-O,"{""Co"": 0.41243857811462126, ""Nb"": 0.4920114181691707, ""Zr"": 0.09555000371620806}",550,1.81919,1.323499,0.062422,0.039128,2.455901
10,15,Ag-Ni-Sb-O,"{'Ni': 0.18849, 'Sb': 0.23297, 'Ag': 0.57854}",550,1.619051,0.866715,0.91712,0.592098,2.455901
10,16,Al-Ni-Ti-O,"{'Ni': 0.17741, 'Al': 0.50466, 'Ti': 0.31793}",700,1.428337,1.118346,0.056984,0.006145,2.455901
10,17,Ag-Ge-Hf-O,"{""Ag"": 0.7546291106754801, ""Ge"": 0.13617922887854522, ""Hf"": 0.10919166044597475}",550,2.17737,1.023496,0.881014,0.373846,2.455901
10,18,Fe-Sb-W-O,"{""Fe"": 0.9874942024696037, ""Sb"": 0.012505797530396318, ""W"": 0.0}",550,1.234784,0.795496,0.244446,0.049161,2.455901
10,19,Ag-Nb-Ni-O,"{""Ag"": 0.8118962085566067, ""Nb"": 0.0, ""Ni"": 0.18810379144339326}",550,1.743201,1.140515,0.919778,0.977292,2.455901
10,20,Ag-Ni-Sb-O,"{'Sb': 0.01343, 'Ag': 0.97371, 'Ni': 0.01286}",550,3.336025,1.501964,0.979135,2.07753,2.455901
10,21,Ag-Nb-Ni-O,"{""Ag"": 0.8744230393761167, ""Nb"": 0.09573128213571243, ""Ni"": 0.029845678488170865}",550,2.908908,0.905288,1.261582,0.957935,2.455901
10,22,Ni-Pd-Ta-O,"{""Ni"": 0.17250256341319753, ""Pd"": 0.7453462175669912, ""Ta"": 0.08215121901981129}",550,1.150343,0.553072,0.049779,0.029141,2.792671
10,23,Ag-Nb-Ni-O,"{""Ag"": 0.273455113443174, ""Nb"": 0.49978854071497336, ""Ni"": 0.2267563458418527}",550,1.822778,0.905862,0.374294,0.069315,2.792671
10,24,Ag-Ni-Sb-O,"{'Sb': 0.07296, 'Ni': 0.03392, 'Ag': 0.89312}",0,2.149259,0.899945,1.306481,1.34525,2.792671
10,25,Ag-Pb-W-O,"{'Ag': 0.82658, 'Pb': 0.07894, 'W': 0.09448}",0,2.217039,0.735488,1.40037,5.27383,2.792671
10,26,Fe-Sb-W-O,"{""Fe"": 0.8215729162128268, ""Sb"": 0.004602128377021712, ""W"": 0.17382495541015155}",550,1.319356,1.029806,0.57324,0.01267,2.792671
10,27,Ag-Ge-Hf-O,"{""Ag"": 0.8494260384838643, ""Ge"": 0.09715143683692376, ""Hf"": 0.05342252467921191}",550,1.444246,0.794372,1.458532,0.461947,2.792671
10,28,Ni-Sb-W-O,"{""Ni"": 0.04448489883087148, ""Sb"": 0.001929402341715319, ""W"": 0.9535856988274132}",0,1.525155,7.795971,0.323811,2.971309,2.792671
10,29,Co-Mn-W-O,"{'Co': 0.2451640640669427, 'W': 0.7005958744307521, 'Mn': 0.0542400615023051}",0,2.473519,1.199338,0.953817,4.186835,2.792671
10,30,Ag-Ni-Sb-O,"{'Sb': 0.00191, 'Ag': 0.96645, 'Ni': 0.03165}",550,2.117656,1.500271,1.378242,2.789738,2.792671
10,31,Fe-Sb-W-O,"{""Fe"": 0.2769011612338624, ""Sb"": 0.0, ""W"": 0.7230988387661377}",550,2.334082,1.402309,2.965644,0.033851,2.792671
10,32,Co-Mn-W-O,"{'Co': 0.18051, 'W': 0.7774, 'Mn': 0.04209}",550,1.770008,0.988823,1.863875,0.232374,2.792671
10,33,Co-Mn-W-O,"{'Co': 0.1097, 'W': 0.86261, 'Mn': 0.02769}",550,2.107738,1.038162,0.790154,0.214054,2.792671
10,34,Fe-Sb-W-O,"{""Fe"": 0.10812047158518415, ""Sb"": 0.010708048010886609, ""W"": 0.8811714804039292}",550,2.232634,0.980521,0.452097,0.019577,2.792671
10,35,Ni-Sb-W-O,"{""Ni"": 0.046552222645891324, ""Sb"": 0.04107872859788947, ""W"": 0.9123690487562192}",550,2.698498,1.009526,0.529596,0.078867,2.792671
10,36,Fe-Sb-W-O,"{""Fe"": 0.06414771736933099, ""Sb"": 0.004726713927963198, ""W"": 0.9311255687027058}",550,2.612472,10.664318,0.416196,-0.028342,2.792671
10,37,Fe-Sb-W-O,"{'Sb': 0.006458961366988495, 'W': 0.9062709274177916, 'Fe': 0.08727011121521992}",0,3.200001,0.958612,1.114612,0.027177,2.792671
10,38,Ni-Sb-W-O,"{""Ni"": 0.07436161107695985, ""Sb"": 0.007726371287095884, ""W"": 0.9179120176359442}",550,2.115283,10.476512,0.067303,0.030603,2.792671
10,39,Ni-Sb-W-O,"{""Ni"": 0.07932733395342237, ""Sb"": 0.00767743895960784, ""W"": 0.9129952270869698}",550,3.442235,5.784752,0.03606,0.074432,2.792671
10,40,Co-Mn-W-O,"{'Co': 0.05807823681989232, 'W': 0.8976125296043421, 'Mn': 0.04430923357576556}",550,1.617057,1.001365,0.40888,0.118525,2.792671
10,41,Ag-Ni-Sb-O,"{'Sb': 0.00727, 'Ag': 0.87451, 'Ni': 0.11821}",550,2.478307,5.483217,1.128993,1.332431,2.792671
10,42,Fe-Sb-W-O,"{'Sb': 0.00695, 'W': 0.90214, 'Fe': 0.09091}",0,1.122668,0.926233,0.406909,2.363817,2.792671
10,43,Ag-Nb-Ni-O,"{""Ag"": 0.8414292084822211, ""Nb"": 0.06957197359619385, ""Ni"": 0.08899881792158505}",550,2.343141,1.095892,0.956415,0.873013,2.792671
10,44,Ag-Ge-Hf-O,"{""Ag"": 0.8979529094921762, ""Ge"": 0.0522122657089524, ""Hf"": 0.04983482479887142}",0,1.550148,0.877815,1.400056,0.820106,2.792671
10,45,Ag-Ge-Hf-O,"{""Ag"": 0.8817307985679647, ""Ge"": 0.0688672848379044, ""Hf"": 0.04940191659413093}",550,1.68647,0.852746,1.078826,0.587534,2.792671
10,46,Ag-Ni-Sb-O,"{'Sb': 0.00321, 'Ni': 0.08877, 'Ag': 0.90803}",0,2.820193,0.943786,1.018265,1.704336,2.792671
10,47,Ni-Sb-W-O,"{""Ni"": 0.10737522560371511, ""Sb"": 0.0055771943970953355, ""W"": 0.8870475799991896}",550,1.276374,1.21919,0.030946,0.030816,2.792671
10,48,Co-Nb-Zr-O,"{""Co"": 0.33412948471187787, ""Nb"": 0.5053194343848834, ""Zr"": 0.16055108090323886}",550,1.440531,1.268756,0.049768,0.00311,2.792671
10,49,Ag-Nb-Ni-O,"{""Ag"": 0.8623499636577189, ""Nb"": 0.04172184056655632, ""Ni"": 0.09592819577572473}",550,1.442721,1.266063,0.949967,0.971529,2.792671
10,50,Fe-Sb-W-O,"{""Fe"": 0.1632301339884399, ""Sb"": 0.003950263601015167, ""W"": 0.8328196024105449}",550,1.440527,1.276302,0.143761,0.009644,2.792671
